0x7b9139906818, 144, 5, 139
0x7b9139906407, 141, 0, 141
0x7b9139906413, 141, 5, 136
0x7b9139906831, 139
0x7b91399067d6, 138, 19, 119
0x7b9139907266, 138, 0, 138
0x7b9139907221, 138, 4, 134
0x7b91399067c8, 138, 0, 138
0x7b9139906451, 138, 0x7b91399068c9, 134, 0x7b913990677c, 4
0x7b9139906785, 138, 0, 138
0x7b9139907230, 138, 0, 138
0x7b91399067cd, 138, 0, 138
0x7b91399067f5, 138, 0x7b91399071fc, 138
0x7b913990724a, 138, 1, 137
0x7b9139907166, 138, 0, 138
0x7b9139906ea5, 137, 0, 137
0x7b9139906ebc, 137, 0, 137
0x7b91399066ee, 137, 27, 110
0x7b9139906e87, 137, 0, 137
0x7b91399068c9, 137, 134, 3
0x7b91399066d0, 137, 137, 0
0x7b9139906e99, 137, 0, 137
0x7b9139906888, 137
0x7b9139912641, 137, 3, 134
0x7b9139906ed3, 137, 8, 129
0x7b913990641c, 136, 133, 3
0x7b913992355a, 136, 49, 87
0x7b9139907226, 134, 0, 134
0x7b913991264d, 134, 0, 134
0x7b9139912655, 134, 22, 112
0x7b91399064c3, 133, 133, 0
0x7b91399064b8, 133
0x40abbe, 132, 132, 0
0x7b9139923540, 132, 15, 117
0x7b9125188b11, 131, 0x7b9125093eab, 65, 0x7b9125093e6e, 65, 0x7b91250956b0, 1
0x40ca9a, 130
0x40cac0, 130, 0x41230f, 20, 0x412320, 20, 0x4122fe, 20, 0x412331, 20, 0x412353, 20, 0x412342, 20, 0x4123ce, 1, 0x412423, 1, 0x412401, 1, 0x412412, 1
0x7b9139906f22, 129
0x7b9139906eea, 129, 7, 122
0x7b91250a9e38, 126, 125, 1
0x7b913990ba09, 124, 0, 124
0x7b913990ba13, 124, 0, 124
0x7b913990b9fb, 124, 0, 124
0x7b913990bb40, 124, 0x7b913990bb74, 78, 0x7b913990bfd0, 19, 0x7b913990c010, 16, 0x7b913990bb70, 8, 0x7b913990bef0, 3
0x7b913990ba1c, 124, 18, 106
0x7b913990bb3a, 124, 0, 124
0x40d198, 120
0x418294, 120
0x40d0d5, 120, 60, 60
0x40d21d, 120, 120, 0
0x40cfba, 120, 120, 0
0x4105f5, 120
0x410b4f, 120, 100, 20
0x410a2a, 120
0x4106f7, 120, 120, 0
0x41830a, 120, 120, 0
0x41077b, 120, 100, 20
0x40cf7e, 120
0x40d229, 120, 100, 20
0x410b43, 120, 120, 0
0x4106eb, 120, 120, 0
0x410a6d, 120
