 allocated memory at: 0x60217cd28000
after memory allocation
after identifying candidate routines
after chaining all branch targets
after setting initial estimated new ins addrs in tc
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95cd73: jmp qword ptr [rip+0x708135ef]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95cde0: call qword ptr [rip+0x70813579]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ced9: call qword ptr [rip+0x7081350f]
jump to orig addr: 0x60217c4aa680 : 0x60217c95d5df: call qword ptr [rip+0x70812c85]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95d93a: call qword ptr [rip+0x708128e4]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95d95e: call qword ptr [rip+0x708128bf]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95d990: call qword ptr [rip+0x7081287e]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95d9b3: call qword ptr [rip+0x7081285a]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95d9bc: call qword ptr [rip+0x7081284d]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95d9d2: call qword ptr [rip+0x70812836]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95d9f7: call qword ptr [rip+0x70812810]
jump to orig addr: 0x60217c4aa630 : 0x60217c95dab1: call qword ptr [rip+0x708127d3]
jump to orig addr: 0x60217c4aa630 : 0x60217c95db4e: call qword ptr [rip+0x70812717]
jump to orig addr: 0x60217c4aa630 : 0x60217c95db8b: call qword ptr [rip+0x708126d5]
jump to orig addr: 0x60217c4aa630 : 0x60217c95dd4e: call qword ptr [rip+0x708124f1]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ddbf: call qword ptr [rip+0x70812474]
jump to orig addr: 0x60217c4aa630 : 0x60217c95dddd: call qword ptr [rip+0x70812452]
jump to orig addr: 0x60217c4aa630 : 0x60217c95de51: call qword ptr [rip+0x708123d1]
jump to orig addr: 0x60217c4aa630 : 0x60217c95de79: call qword ptr [rip+0x708123a4]
jump to orig addr: 0x60217c4aa630 : 0x60217c95dec0: call qword ptr [rip+0x70812350]
jump to orig addr: 0x60217c4aa630 : 0x60217c95df83: call qword ptr [rip+0x7081228c]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e045: call qword ptr [rip+0x708121bd]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c95e1fd: call qword ptr [rip+0x70811f3c]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e35e: call qword ptr [rip+0x70811e6a]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e44d: call qword ptr [rip+0x70811d66]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e4cd: call qword ptr [rip+0x70811ce1]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e554: call qword ptr [rip+0x70811c4d]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e5a6: call qword ptr [rip+0x70811bf6]
jump to orig addr: 0x60217c4aa650 : 0x60217c95e5e2: call qword ptr [rip+0x70811ba5]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e65c: call qword ptr [rip+0x70811b36]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e8a8: call qword ptr [rip+0x7081189f]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e8f9: call qword ptr [rip+0x70811849]
jump to orig addr: 0x60217c4aa650 : 0x60217c95e936: call qword ptr [rip+0x708117f7]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e980: call qword ptr [rip+0x708117b8]
jump to orig addr: 0x60217c4aa630 : 0x60217c95e9b6: call qword ptr [rip+0x7081177e]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ea31: call qword ptr [rip+0x708116fe]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ea6b: call qword ptr [rip+0x708116bc]
jump to orig addr: 0x60217c4aa630 : 0x60217c95eaa6: call qword ptr [rip+0x7081167c]
jump to orig addr: 0x60217c4aa650 : 0x60217c95eafc: call qword ptr [rip+0x7081160d]
jump to orig addr: 0x60217c4aa630 : 0x60217c95eb2e: call qword ptr [rip+0x708115e6]
jump to orig addr: 0x60217c4aa630 : 0x60217c95eb62: call qword ptr [rip+0x708115b1]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ec17: call qword ptr [rip+0x708114f3]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ecbf: call qword ptr [rip+0x70811442]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ee35: call qword ptr [rip+0x70811291]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ef05: call qword ptr [rip+0x708111aa]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ef60: call qword ptr [rip+0x70811140]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ef88: call qword ptr [rip+0x70811113]
jump to orig addr: 0x60217c4aa650 : 0x60217c95f014: call qword ptr [rip+0x70811066]
jump to orig addr: 0x60217c4aa630 : 0x60217c95f06a: call qword ptr [rip+0x7081100f]
jump to orig addr: 0x60217c4aa630 : 0x60217c95f13d: call qword ptr [rip+0x70810f37]
jump to orig addr: 0x60217c4aa630 : 0x60217c95f193: call qword ptr [rip+0x70810edc]
jump to orig addr: 0x60217c4aa630 : 0x60217c95f1e3: call qword ptr [rip+0x70810e87]
jump to orig addr: 0x60217c4aa630 : 0x60217c95f26e: call qword ptr [rip+0x70810de7]
jump to orig addr: 0x60217c4aa630 : 0x60217c95f44c: call qword ptr [rip+0x70810bc0]
jump to orig addr: 0x60217c4aa630 : 0x60217c95f51f: call qword ptr [rip+0x70810ad5]
jump to orig addr: 0x60217c4aa630 : 0x60217c95f889: call qword ptr [rip+0x70810734]
jump to orig addr: 0x60217c4aa630 : 0x60217c95f8b0: call qword ptr [rip+0x7081070c]
jump to orig addr: 0x60217c4aa330 : 0x60217c95f8c9: call qword ptr [rip+0x70810692]
jump to orig addr: 0x60217c4aa330 : 0x60217c95f8ec: call qword ptr [rip+0x7081066a]
jump to orig addr: 0x60217c4aa330 : 0x60217c95f914: call qword ptr [rip+0x70810641]
jump to orig addr: 0x60217c4aa440 : 0x60217c95fbfe: call qword ptr [rip+0x70810314]
jump to orig addr: 0x60217c4aa630 : 0x60217c95fd3a: call qword ptr [rip+0x708101c2]
jump to orig addr: 0x60217c4aa630 : 0x60217c95fd75: call qword ptr [rip+0x7081017a]
jump to orig addr: 0x60217c4aa630 : 0x60217c95fda5: call qword ptr [rip+0x70810146]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ff1a: call qword ptr [rip+0x7080ffa2]
jump to orig addr: 0x60217c4aa630 : 0x60217c95ff42: call qword ptr [rip+0x7080ff75]
jump to orig addr: 0x60217c4aa630 : 0x60217c960007: call qword ptr [rip+0x7080fe9d]
jump to orig addr: 0x60217c4aa630 : 0x60217c96017a: call qword ptr [rip+0x7080fceb]
jump to orig addr: 0x60217c4aa650 : 0x60217c96018e: call qword ptr [rip+0x7080fcc6]
jump to orig addr: 0x60217c4aa650 : 0x60217c9601a1: call qword ptr [rip+0x7080fcb2]
jump to orig addr: 0x60217c4aa650 : 0x60217c9601b6: call qword ptr [rip+0x7080fc9c]
jump to orig addr: 0x60217c4aa650 : 0x60217c9601c9: call qword ptr [rip+0x7080fc88]
jump to orig addr: 0x60217c4aa650 : 0x60217c9601df: call qword ptr [rip+0x7080fc71]
jump to orig addr: 0x60217c4aa650 : 0x60217c9601f5: call qword ptr [rip+0x7080fc5a]
jump to orig addr: 0x60217c4aa650 : 0x60217c96020e: call qword ptr [rip+0x7080fc40]
jump to orig addr: 0x60217c4aa650 : 0x60217c960240: call qword ptr [rip+0x7080fc09]
jump to orig addr: 0x60217c4aa650 : 0x60217c960273: call qword ptr [rip+0x7080fbce]
jump to orig addr: 0x60217c4aa630 : 0x60217c960c56: call qword ptr [rip+0x7080f11d]
jump to orig addr: 0x60217c4aa630 : 0x60217c960cf5: call qword ptr [rip+0x7080f072]
jump to orig addr: 0x60217c4aa630 : 0x60217c960eee: call qword ptr [rip+0x7080ee34]
jump to orig addr: 0x60217c4aa630 : 0x60217c961037: call qword ptr [rip+0x7080ecc4]
jump to orig addr: 0x60217c4aa630 : 0x60217c961061: call qword ptr [rip+0x7080ec92]
jump to orig addr: 0x60217c4aa630 : 0x60217c9610a4: call qword ptr [rip+0x7080ec4a]
jump to orig addr: 0x60217c4aa630 : 0x60217c9610e6: call qword ptr [rip+0x7080ec03]
jump to orig addr: 0x60217c4aa630 : 0x60217c961608: call qword ptr [rip+0x7080e67f]
jump to orig addr: 0x60217c4aa630 : 0x60217c9618ab: call qword ptr [rip+0x7080e391]
jump to orig addr: 0x60217c4aa330 : 0x60217c9618c8: call qword ptr [rip+0x7080e313]
jump to orig addr: 0x60217c4aa630 : 0x60217c961aff: call qword ptr [rip+0x7080e120]
jump to orig addr: 0x60217c4aa630 : 0x60217c961b8c: call qword ptr [rip+0x7080e08e]
jump to orig addr: 0x60217c4aa630 : 0x60217c961cba: call qword ptr [rip+0x7080df5b]
jump to orig addr: 0x60217c4aa630 : 0x60217c961da8: call qword ptr [rip+0x7080de68]
jump to orig addr: 0x60217c4aa630 : 0x60217c9622d6: call qword ptr [rip+0x7080d8ec]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c9623c4: call qword ptr [rip+0x7080d748]
jump to orig addr: 0x60217c4aa650 : 0x60217c96249b: call qword ptr [rip+0x7080d6f4]
jump to orig addr: 0x60217c4aa630 : 0x60217c96268f: call qword ptr [rip+0x7080d4c7]
jump to orig addr: 0x60217c4aa630 : 0x60217c962705: call qword ptr [rip+0x7080d448]
jump to orig addr: 0x60217c4aa630 : 0x60217c962863: call qword ptr [rip+0x7080d2d9]
jump to orig addr: 0x60217c4aa650 : 0x60217c9628bb: call qword ptr [rip+0x7080d26c]
jump to orig addr: 0x60217c4aa630 : 0x60217c962b14: call qword ptr [rip+0x7080d002]
jump to orig addr: 0x60217c4aa630 : 0x60217c962f0c: call qword ptr [rip+0x7080cbd9]
jump to orig addr: 0x60217c4aa330 : 0x60217c962f29: call qword ptr [rip+0x7080cb5b]
jump to orig addr: 0x60217c4aa630 : 0x60217c962ff1: call qword ptr [rip+0x7080cae3]
jump to orig addr: 0x60217c4aa630 : 0x60217c96318a: call qword ptr [rip+0x7080c910]
jump to orig addr: 0x60217c4aa630 : 0x60217c963225: call qword ptr [rip+0x7080c869]
jump to orig addr: 0x60217c4aa630 : 0x60217c9633db: call qword ptr [rip+0x7080c678]
jump to orig addr: 0x60217c4aa630 : 0x60217c96345f: call qword ptr [rip+0x7080c5db]
jump to orig addr: 0x60217c4aa630 : 0x60217c963486: call qword ptr [rip+0x7080c5ab]
jump to orig addr: 0x60217c4aa630 : 0x60217c96350a: call qword ptr [rip+0x7080c522]
jump to orig addr: 0x60217c4aa630 : 0x60217c9635c4: call qword ptr [rip+0x7080c443]
jump to orig addr: 0x60217c4aa630 : 0x60217c9635f5: call qword ptr [rip+0x7080c405]
jump to orig addr: 0x60217c4aa630 : 0x60217c963659: call qword ptr [rip+0x7080c394]
jump to orig addr: 0x60217c4aa630 : 0x60217c9636f2: call qword ptr [rip+0x7080c2ef]
jump to orig addr: 0x60217c4aa630 : 0x60217c963720: call qword ptr [rip+0x7080c2b8]
jump to orig addr: 0x60217c4aa630 : 0x60217c963847: call qword ptr [rip+0x7080c172]
jump to orig addr: 0x60217c4aa630 : 0x60217c96394a: call qword ptr [rip+0x7080c05f]
jump to orig addr: 0x60217c4aa630 : 0x60217c9639a2: call qword ptr [rip+0x7080c002]
jump to orig addr: 0x60217c4aa630 : 0x60217c963a0e: call qword ptr [rip+0x7080bf91]
jump to orig addr: 0x60217c4aa630 : 0x60217c963a60: call qword ptr [rip+0x7080bf36]
jump to orig addr: 0x60217c4aa630 : 0x60217c963af5: call qword ptr [rip+0x7080be91]
jump to orig addr: 0x60217c4aa630 : 0x60217c963ba2: call qword ptr [rip+0x7080bdcf]
jump to orig addr: 0x60217c4aa630 : 0x60217c963bd1: call qword ptr [rip+0x7080bd9c]
jump to orig addr: 0x60217c4aa630 : 0x60217c963bfd: call qword ptr [rip+0x7080bd67]
jump to orig addr: 0x60217c4aa630 : 0x60217c963c21: call qword ptr [rip+0x7080bd3b]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c963c41: call qword ptr [rip+0x7080bc7a]
jump to orig addr: 0x60217c8b730d : 0x60217c963c70: call qword ptr [rip+0x7080c4ba]
jump to orig addr: 0x60217c4aa630 : 0x60217c963ce8: call qword ptr [rip+0x7080bc5d]
jump to orig addr: 0x60217c4aa630 : 0x60217c963d0f: call qword ptr [rip+0x7080bc35]
jump to orig addr: 0x60217c4aa630 : 0x60217c963d5c: call qword ptr [rip+0x7080bbe7]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96458d: jmp qword ptr [rip+0x7080b1b8]
jump to orig addr: 0x60217c4aa650 : 0x60217c964727: call qword ptr [rip+0x7080b09d]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c964914: call qword ptr [rip+0x7080adf1]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c964a42: call qword ptr [rip+0x7080acb0]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c964a4a: call qword ptr [rip+0x7080aca7]
jump to orig addr: 0x60217c4aa630 : 0x60217c964bbb: call qword ptr [rip+0x7080ab9c]
jump to orig addr: 0x60217c4aa630 : 0x60217c964c07: call qword ptr [rip+0x7080ab4b]
jump to orig addr: 0x60217c4aa630 : 0x60217c964c77: call qword ptr [rip+0x7080aacf]
jump to orig addr: 0x60217c4aa630 : 0x60217c964cdc: call qword ptr [rip+0x7080aa5d]
jump to orig addr: 0x60217c8b730d : 0x60217c964cf4: call qword ptr [rip+0x7080b214]
jump to orig addr: 0x60217c4aa630 : 0x60217c964d45: call qword ptr [rip+0x7080a9dc]
jump to orig addr: 0x60217c4aa630 : 0x60217c964e15: call qword ptr [rip+0x7080a8f4]
jump to orig addr: 0x60217c4aa630 : 0x60217c965194: call qword ptr [rip+0x7080a52f]
jump to orig addr: 0x60217c4aa630 : 0x60217c965209: call qword ptr [rip+0x7080a4ae]
jump to orig addr: 0x60217c8b730d : 0x60217c96525f: call qword ptr [rip+0x7080ac23]
jump to orig addr: 0x60217c4aa650 : 0x60217c96543b: call qword ptr [rip+0x7080a24b]
jump to orig addr: 0x60217c4aa650 : 0x60217c9659dc: call qword ptr [rip+0x70809c81]
jump to orig addr: 0x60217c4aa630 : 0x60217c9659f5: call qword ptr [rip+0x70809c77]
jump to orig addr: 0x60217c4aa630 : 0x60217c966137: call qword ptr [rip+0x708094de]
jump to orig addr: 0x60217c4aa650 : 0x60217c96621c: call qword ptr [rip+0x708093d2]
jump to orig addr: 0x60217c4aa630 : 0x60217c9663fd: call qword ptr [rip+0x708091f4]
jump to orig addr: 0x60217c4aa630 : 0x60217c96659a: call qword ptr [rip+0x7080903e]
jump to orig addr: 0x60217c4aa3d0 : 0x60217c966865: call qword ptr [rip+0x70808e03]
jump to orig addr: 0x60217c4aa3d0 : 0x60217c9668cd: call qword ptr [rip+0x70808d96]
jump to orig addr: 0x60217c4aa630 : 0x60217c966b0f: call qword ptr [rip+0x70808a93]
jump to orig addr: 0x60217c4aa630 : 0x60217c966b39: call qword ptr [rip+0x70808a68]
jump to orig addr: 0x60217c4aa650 : 0x60217c966c4d: call qword ptr [rip+0x70808938]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c9676c5: jmp qword ptr [rip+0x70807d13]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c9676d2: call qword ptr [rip+0x70807d05]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c9676e4: call qword ptr [rip+0x70807cf2]
jump to orig addr: 0x60217c4aa630 : 0x60217c96772b: call qword ptr [rip+0x70807d46]
jump to orig addr: 0x60217c4aa630 : 0x60217c967858: call qword ptr [rip+0x70807c10]
jump to orig addr: 0x60217c4aa630 : 0x60217c967890: call qword ptr [rip+0x70807bd7]
jump to orig addr: 0x60217c4aa630 : 0x60217c967a1d: call qword ptr [rip+0x70807a36]
jump to orig addr: 0x60217c4aa650 : 0x60217c967a51: call qword ptr [rip+0x708079f1]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c967ad6: call qword ptr [rip+0x708078cc]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c967ae6: call qword ptr [rip+0x708078bb]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c967c3e: call qword ptr [rip+0x70807730]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c967c46: call qword ptr [rip+0x70807727]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c967d65: call qword ptr [rip+0x708075ed]
jump to orig addr: 0x60217c4aa630 : 0x60217c967ebe: call qword ptr [rip+0x70807509]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c967ed6: call qword ptr [rip+0x70807450]
jump to orig addr: 0x60217c4aa630 : 0x60217c967f03: call qword ptr [rip+0x708074be]
jump to orig addr: 0x60217c4aa630 : 0x60217c967f74: call qword ptr [rip+0x7080743d]
jump to orig addr: 0x60217c4aa630 : 0x60217c967fc2: call qword ptr [rip+0x708073ea]
jump to orig addr: 0x60217c4aa650 : 0x60217c968040: jmp qword ptr [rip+0x70807348]
jump to orig addr: 0x60217c4aa630 : 0x60217c9680e2: call qword ptr [rip+0x70807297]
jump to orig addr: 0x60217c4aa630 : 0x60217c9682a8: call qword ptr [rip+0x7080709b]
jump to orig addr: 0x60217c4aa630 : 0x60217c968321: call qword ptr [rip+0x70807012]
jump to orig addr: 0x60217c4aa630 : 0x60217c96851f: call qword ptr [rip+0x70806dee]
jump to orig addr: 0x60217c4aa4c0 : 0x60217c968624: call qword ptr [rip+0x70806c9b]
jump to orig addr: 0x60217c4aa630 : 0x60217c968682: call qword ptr [rip+0x70806c62]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96870d: call qword ptr [rip+0x70806b27]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c968715: call qword ptr [rip+0x70806b1e]
jump to orig addr: 0x60217c4aa630 : 0x60217c9687d7: call qword ptr [rip+0x70806ae1]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c968ba9: call qword ptr [rip+0x708065fd]
jump to orig addr: 0x60217c96a741 : 0x60217c96910b: call qword ptr [rip+0x70806b1b]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c969176: call qword ptr [rip+0x70805fbf]
jump to orig addr: 0x60217c4aa630 : 0x60217c96930c: call qword ptr [rip+0x70805eb8]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c969373: call qword ptr [rip+0x70805da6]
jump to orig addr: 0x60217c4aa630 : 0x60217c96939f: call qword ptr [rip+0x70805e12]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c9693b9: call qword ptr [rip+0x70805d57]
jump to orig addr: 0x60217c4aa630 : 0x60217c969454: call qword ptr [rip+0x70805d44]
jump to orig addr: 0x60217c96a741 : 0x60217c9694c0: call qword ptr [rip+0x70806724]
jump to orig addr: 0x60217c4aa630 : 0x60217c969558: call qword ptr [rip+0x70805c20]
jump to orig addr: 0x60217c4aa630 : 0x60217c969669: call qword ptr [rip+0x70805aec]
jump to orig addr: 0x60217c4aa630 : 0x60217c9696b7: call qword ptr [rip+0x70805a95]
jump to orig addr: 0x60217c4aa630 : 0x60217c969773: call qword ptr [rip+0x708059c1]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c969797: call qword ptr [rip+0x708058fc]
jump to orig addr: 0x60217c4aa630 : 0x60217c9698eb: call qword ptr [rip+0x7080583b]
jump to orig addr: 0x60217c4aa630 : 0x60217c969981: call qword ptr [rip+0x7080579c]
jump to orig addr: 0x60217c997dc8 : 0x60217c969d10: call qword ptr [rip+0x70805401]
jump to orig addr: 0x60217c4aa630 : 0x60217c969dc2: call qword ptr [rip+0x7080530f]
jump to orig addr: 0x60217c4aa630 : 0x60217c969dfa: call qword ptr [rip+0x708052d2]
jump to orig addr: 0x60217c4aa630 : 0x60217c96a013: call qword ptr [rip+0x708050b4]
jump to orig addr: 0x60217c4aa630 : 0x60217c96a028: call qword ptr [rip+0x7080509e]
jump to orig addr: 0x60217c4aa630 : 0x60217c96a0a6: call qword ptr [rip+0x70805019]
jump to orig addr: 0x60217c4aa630 : 0x60217c96a0d7: call qword ptr [rip+0x70804fe7]
jump to orig addr: 0x60217c4aa630 : 0x60217c96a138: call qword ptr [rip+0x70804f81]
jump to orig addr: 0x60217c4aa650 : 0x60217c96a161: call qword ptr [rip+0x70804f3f]
jump to orig addr: 0x60217c4aa330 : 0x60217c96a183: call qword ptr [rip+0x70804ec9]
jump to orig addr: 0x60217c96a741 : 0x60217c96a53e: call qword ptr [rip+0x7080556f]
jump to orig addr: 0x60217c4aa630 : 0x60217c96a57c: call qword ptr [rip+0x70804ae0]
jump to orig addr: 0x60217c4aa630 : 0x60217c96a5ea: call qword ptr [rip+0x70804a71]
jump to orig addr: 0x60217c4aa630 : 0x60217c96a661: call qword ptr [rip+0x708049e4]
jump to orig addr: 0x60217c4aa480 : 0x60217c96aad9: call qword ptr [rip+0x708045c0]
jump to orig addr: 0x60217c4aa650 : 0x60217c96ab8e: call qword ptr [rip+0x70804407]
jump to orig addr: 0x60217c4aa650 : 0x60217c96ad0d: call qword ptr [rip+0x70804253]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96aea8: call qword ptr [rip+0x70803fcc]
jump to orig addr: 0x60217c4aa630 : 0x60217c96af66: call qword ptr [rip+0x70803fa1]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b028: call qword ptr [rip+0x70803ec3]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b040: call qword ptr [rip+0x70803e4a]
jump to orig addr: 0x60217c4aa650 : 0x60217c96b297: call qword ptr [rip+0x70803bf1]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b2b9: call qword ptr [rip+0x70803bda]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b2e9: jmp qword ptr [rip+0x70803ba3]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b339: call qword ptr [rip+0x70803b43]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b35b: call qword ptr [rip+0x70803b1c]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b39a: call qword ptr [rip+0x70803a6e]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b3ba: call qword ptr [rip+0x70803aad]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b450: call qword ptr [rip+0x708039ae]
jump to orig addr: 0x60217c4aa650 : 0x60217c96b470: call qword ptr [rip+0x708039da]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b5eb: jmp qword ptr [rip+0x708037b2]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b661: call qword ptr [rip+0x7080378f]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b67e: call qword ptr [rip+0x70803711]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b6a6: jmp qword ptr [rip+0x708036e5]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b6df: call qword ptr [rip+0x7080370b]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b6f7: call qword ptr [rip+0x70803692]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b728: call qword ptr [rip+0x70803660]
jump to orig addr: 0x60217c4aa650 : 0x60217c96b754: call qword ptr [rip+0x70803683]
jump to orig addr: 0x60217c4aa650 : 0x60217c96b77c: call qword ptr [rip+0x70803656]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b7a0: call qword ptr [rip+0x70803641]
jump to orig addr: 0x60217c4aa650 : 0x60217c96b7ce: call qword ptr [rip+0x70803602]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b7ee: call qword ptr [rip+0x708035f1]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b810: jmp qword ptr [rip+0x7080356e]
jump to orig addr: 0x60217c4aa630 : 0x60217c96b847: call qword ptr [rip+0x70803596]
jump to orig addr: 0x60217c4aa330 : 0x60217c96b8ef: jmp qword ptr [rip+0x70803482]
jump to orig addr: 0x60217c96e80e : 0x60217c96bb23: call qword ptr [rip+0x70803ceb]
jump to orig addr: 0x60217c96e80e : 0x60217c96bb35: call qword ptr [rip+0x70803cd4]
jump to orig addr: 0x60217c96e80e : 0x60217c96bb47: call qword ptr [rip+0x70803cbd]
jump to orig addr: 0x60217c96e80e : 0x60217c96bb5d: call qword ptr [rip+0x70803ca6]
jump to orig addr: 0x60217c96e80e : 0x60217c96bcb9: call qword ptr [rip+0x70803b3e]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c189: call qword ptr [rip+0x70802b06]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c196: call qword ptr [rip+0x70802af8]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c2fe: call qword ptr [rip+0x70802978]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c30f: call qword ptr [rip+0x70802966]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c34c: call qword ptr [rip+0x70802925]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c359: call qword ptr [rip+0x70802917]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c366: call qword ptr [rip+0x70802909]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c39c: call qword ptr [rip+0x708028ca]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c3a5: call qword ptr [rip+0x708028c0]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c3bc: call qword ptr [rip+0x708028a5]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c6be: call qword ptr [rip+0x70802566]
jump to orig addr: 0x60217c4aa630 : 0x60217c96c734: call qword ptr [rip+0x70802583]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c754: call qword ptr [rip+0x708024c2]
jump to orig addr: 0x60217c4aa630 : 0x60217c96c924: call qword ptr [rip+0x7080235b]
jump to orig addr: 0x60217c4aa330 : 0x60217c96c937: call qword ptr [rip+0x708022e7]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96c9e4: call qword ptr [rip+0x708021d3]
jump to orig addr: 0x60217c96e80e : 0x60217c96cbf5: call qword ptr [rip+0x70802a91]
jump to orig addr: 0x60217c96e80e : 0x60217c96cc08: call qword ptr [rip+0x70802a7d]
jump to orig addr: 0x60217c96e80e : 0x60217c96cc1a: call qword ptr [rip+0x70802a66]
jump to orig addr: 0x60217c96e80e : 0x60217c96cc2c: call qword ptr [rip+0x70802a4f]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96cd4f: call qword ptr [rip+0x70801e0c]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96cd66: call qword ptr [rip+0x70801df1]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96cd72: call qword ptr [rip+0x70801de4]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96cd7e: call qword ptr [rip+0x70801dd7]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96cfed: call qword ptr [rip+0x70801b44]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96d10d: call qword ptr [rip+0x708019fa]
jump to orig addr: 0x60217c4aa6e8 : 0x60217c96d121: call qword ptr [rip+0x708019e5]
jump to orig addr: 0x60217c4aa630 : 0x60217c96d751: call qword ptr [rip+0x7080135a]
jump to orig addr: 0x60217c4aa330 : 0x60217c96d76e: call qword ptr [rip+0x708012dc]
jump to orig addr: 0x60217c4aa630 : 0x60217c96d7d9: call qword ptr [rip+0x708012d0]
jump to orig addr: 0x60217c4aa630 : 0x60217c96d7ff: call qword ptr [rip+0x708012a9]
jump to orig addr: 0x60217c4aa330 : 0x60217c96d836: call qword ptr [rip+0x70801211]
jump to orig addr: 0x60217c4aa630 : 0x60217c96d856: call qword ptr [rip+0x70801250]
